id,title,summary
202510087, Power Line Worker Is Injured In Fall From Utility Pole , On September 21  2013  Employee #1  an electrical technician employed by OC  Communications  Inc.  was engaged in power line work. To access a Comcast  cable  he climbed a Pacific Gas & Electric (PG&E;) utility pole by using a  combination extension ladder and the existing pegs in the pole. While hooking  his body harness  he lost his grip and fell approximately 25 feet  landing on  the asphalt road below. Emergency services were called. Employee #1 was  transported to the hospital  admitted  and treated for fractured vertebrae and  multiple hip bruises.                                                           
202654687, Employee Injure Back In Fall From Top Plate , At approximately 1:30 p.m. on July 2  2013  Employee #1  a carpenter  was  engaged in constructing a two story wood frame home. The employee was  installing a rim joist at the edge standing on a double top plate when he lost  his balance and fell approximately 9 ft to the ground. Employee #1 was taken  to an area hospital  where he was treated for a bruised back and lower back  pain. Employee #1 was later released.                                           
202556478, Employee Suffers Injuries When Struck By Falling Object , On May 20  2013  Employee #1  a mason  was struck by a falling object. The  employee reported to an area clinic  where he was treated for bruises and  contusions. The employee was released after one hour.                           
201023660, Employee Is Injured In Fall From Fixed Ladder , At approximately 1:50 p.m. on October 27  2011  Employee #1 had just finished  a project on a rooftop cooling tower. While descending a fixed ladder inside a  boiler room  he fell approximately 16 ft to a concrete floor. Employee #1 was  hospitalized for face lacerations and fractures to his skull and two  vertebrae.                                                                      
201984788, Five Employees Injured Falling From Cooling Tower , On May 2  2002  Employees #1  #2  #3  #4  and #5 were working on a cooling  tower. The fan blades inside the cooling tower were unexpectedly energized and  either threw the employees off to the decking or caused them to lose their  footing. The employees sustained serious injuries and were hospitalized.        
200621456, Employee Killed In Fall From Top Of Cooling Unit , Employee #1 fell from the top of a cooling unit  approximately 9 feet onto a  guardrail on the roof. Employee #1 was installing insulation on a duct. He  received eight broken ribs  remained in the hospital for two nights  and died  on May 8  2001.                                                                 
200781219, Three Employees Injured When Cooling Tower Bentlines Fail , Employees #1 through #3 were engaged in the construction of a cooling tower at  a new combined cycle power plant. It was the second day of the erection  process of the cooling tower bentlines  which were structural elements of the  cooling tower. Eighteen of the bentlines had been erected when they collapsed   possibly due to high wind gusts associated with an oncoming storm. At the time  of the accident  Employees #1 through #3 were working at various elevations in  and around the structure. They were tied off and rode the bentlines down as  they collapsed. All three workers sustained fractures and other injuries  for  which they were hospitalized.                                                   
200800282, Employee Killed In Fall Inside Cooling Tower , Employee #1 was working inside a cooling tower when the structural member on  which he was standing broke. He fell approximately 30 ft and was killed.        
14411359, Employee Drowns After Falling Into Cooling Tower , Employee #1 was dismantling scaffolding in a delayed coker unit when he fell  40 ft within the Cell #2 cooling tower. He landed in 7 ft of water at the  base  and drowned.                                                              
201186483, Electrician Is Injured When Struck By Falling Equipment , At approximately 11:04 a.m. on June 7  2012  an electrician at a work site in  San Francisco  CA  was facing the northeast direction with the power  disconnect of a tower crane in front of him. He was kneeling down while  working on the balonga cords of the power disconnect. A 46mm socket and  extension fell from the crane and struck him in the back  near the right  shoulder blade. He was evaluated by the onsite first aid personnel. He refused  treatment from the San Francisco Fire Department. At the time  he was able to  rotate his right arm 360 degrees with discomfort. The following day  June 8   2012  the employee was not feeling well. He called into work and was told to  go to an urgent care facility. He was admitted to St. Francis Memorial  Hospital and treated for broken ribs and a punctured lung. The accident was  reported to the San Francisco District Office of Cal/OSHA by the employer   Decker Electric Co Inc. Electrical Contractors  San Francisco  CA  at 2:26  p.m. on June 11  2012.                                                          
201955184, Employee Electrocuted By Temporary Wired Power Cord , On August 3  2007  Employee #1  of BrenMar Construction  Inc.  was at the P.  H. Glatfelter Company to repair the fan on the boiler. He was to use a 460/575  volt  three-phase  Miller XMT304 portable arc welder  serial #LA284630  which  his employer had brought to the site. However  the welder was not equipped  with a plug. A BrenMar supervisor at the site consulted with a Glatfelter  supervisor  and they decided to have a Glatfelter maintenance person wire a  plug onto the welder's power cord  which was common practice at many host  facilities  including this site. Glatfelter actually provided a cord known to  be compatible with their outlets and within the voltage range of the welder.  The Glatfelter maintenance worker wired the plug to the cord but  unknowingly   wired the grounding conductor to one of the hot terminals  and a hot one to  the ground terminal. The maintenance worker did not plug in the welder. When  the welder unit was plugged in  Employee #1 touched the frame of the welder  and was electrocuted. According to Brenmar  Glatfelter and to Miller Electric  Manufacturing Company  which manufactures the unit  the equipment power cord  can be wired with any plug that is compatible with the outlets available at  the worksite  provided the plug is within the rated voltage of the welder.      
310810320, Employee Cuts Thigh While Using Skill Saw , On July 3  2006  Employee # 1 slipped back on a skill saw cord  placed on top  of forks of a forklift. Employee # 1 sustained a 12-in. by 3-in. cut  when he  tried to leave the saw away from him. He pushed the trigger  when the saw came  down  and he struck his right thigh and knee. He was hospitalized.              
202357216, Employee Is Injured When Tripping On Radio Cord , On December 21  2005  Employee #1 was performing heating and air conditioning  installation work on the second floor of a two-story residential building.  Employee #1 tripped on the electric cord of a radio that he was carrying and  fell approximately 7.5 ft onto plywood on the first level. Employee #1 was  hospitalized and treated for bruises and contusions to his shoulder and ribs.   
201701505, Employee'S Fingers Injured When Saw Kicked Back , At approximately 9:00 a.m. on April 3  2003  Employee #1 was cutting a board  with a Skil saw to size for the outer decoration of a support column on an  apartment house being constructed in Hermiston  Oregon. The worker could not  complete the cut because the power cord became tight and did not have enough  slack to allow the saw to be pushed completely through the cut. Employee #1  placed his left hand behind the saw cut to hold the two pieces and released  the pressure on the saw trigger. This allowed the saw blade to bite into the  remaining wood. The saw kicked back and injured three fingers of Employee #1's  left hand. He was hospitalized.                                                 
200811172, An Employee Was Electrocuted , Some employees were using a wet-dry masonry saw to cut brick during  construction of a residence. The employees had previously complained about  receiving electric shocks while using the saw and complained that the saw was  not running properly. The ground in the work area was wet from recent rains.  The employees drove a piece of 10-millimeter-diamter metal rebar   approximately 610 millimeters long  into the ground to a depth of about 100  millimeters. They then wrapped one end of a short section of #12 copper  conductor around the rod and attached the other end to the metal frame of the  saw. However  the saw still did not run properly. An employee unplugged the  saw to troubleshoot the problem. After the saw was thought to be fixed  an  employee picked up the attachment plug for the saw and the cord connector on a  cord set to connect them. He received an electric shock and fell face down in  a pile of bricks. The employee was transported to the local hospital where he  was pronounced dead on arrival. He had been electrocuted.                       
200604395, Electric Shock , A plumber was using a 120-volt electric drill to bore a tunnel under the  concrete foundation of a house. As he was working  he was lying on an  extension cord set supplying the drill. After he had been working for about 30  minutes  a coworker found him unresponsive. He had been electrocuted.           
200997914, Worker Is Electrocuted While Installing Water Meter , On August 26  2009  Employee #1  a journeyman plumber with L.S. Plumbing &  Heating  was replacing a water meter in a hotel crawlspace. While accessing  the crawlspace  he used a trouble light that was missing its ground prong and  had a cut in its cord. When the exposed wiring hit the water in the  crawlspace  Employee #1 was electrocuted.                                       
200555639, Employee Is Killed In Fall Through Floor Opening , On April 23  2009  Employee #1  a pipefitter  was assigned to check a 2-in.  spool section that was located above the preflash deck in the new crude unit.  It had an extension cord wrapped around it  giving the impression that the  cord may have been securing the pipe to a vertical support member. Upon  accessing the preflash deck  Employee #1 stepped away from the ladder. He fell  through an open hole in the decking  that was within 2 to 3 ft of the ladder   40 ft to the ground and died.                                                   
201043825, Two Employees Injured When Scissorlift Tips Over , At approximately 2:00 p.m. on July 15  2008  Employee #1 and #2 were working  from a Genie Scissorlift at a height of approximately 26 ft high. They had  been using a DeWalt Roto Hammer Drill plugged into a yellow extension cord  that extended from the lift to the concrete floor and across to a spider box  located approximately 30 ft away. Coworker #1 backed a forklift away from the  lift  made a Y-turn and proceeded forward. He heard Employee #1 and #2  shouting  turned his head to look behind him and saw the lift falling over.  Coworker #2 turned around and saw the yellow extension cord tangled up in one  of the forklift wheels. Employees #1 and #2 rode the lift to the ground and  were hospitalized with multiple fractures.                                      
201353448, Employee Dies After Electric Shock From Faulty Cord , On September 25  2007  Employee #1 was using a refurbished  double insulated  Bosch Rotozip saw  model 4351  to cut holes in the sheetrock ceiling of a  residential home under construction. The cord of the tool had an inadequate  splice in it. The tool was plugged into a 120-volt extension cord which was  plugged into a power strip. The power strip was connected to a series of three  extension cords that went to an outlet located in the house next door. The  outlet was equipped with a ground fault circuit interrupter (GFCI). The  extension cords between the power strip and the outlet were missing their  grounding pins. Employee #1 wrapped the extension cord that powered the saw  around his neck so that the plug where the power tool was connected was  resting on the left side of his chest. It was a hot day  and he was sweating.  A witness heard Employee #1 yell  and saw him throw off the tool and cord. He  then stepped off the plastic bucket upon which he was standing  took two  steps  and collapsed. Employee #1 never regained consciousness. He was  transported to a local hospital  where he was pronounced dead. The electrical  shock he received was not enough to leave burn marks on his body  but it was  enough to disrupt the rhythm of his heart. The medical examiner's report  listed the cause of death as acute cardiac dysrhythmia due to low voltage  electrocution.                                                                  
202446605, Carpenter Sustains Fractures In Second, At approximately 8:39 a.m. on April 26  2007  Employee #1 was working as an  exterior carpenter for a framing contractor. The firm had 1 000 employees  and  he was a regular employee. At the time of accident  Employee #1 was using tool  such as a Skilsaw to cut blocks to make a wall on the second floor of a  residential home. He was positioned about 3 feet from the edge of the second  floor  10 feet 7 inches above the ground level in the kitchen area. The  extension cord connected to the saw was stuck  so Employee #1 pulled on it.  When he did  it came loose  and Employee #1 lost his balance. He fell onto a  concrete floor and sustained multiple fractures. He was hospitalized.           
201179736, Employee Electrocuted While Plumbing In Crawl Space , Early in the afternoon of August 24  2006  Employee #1 was engaged in plumbing  work in a crawl space under a house. He was dragging a light attached to an  extension cord with him when he was electrocuted.                               
201038403, Employee Electrocuted By Damaged Extension Cord ," At 10:59 a.m. on August 16  2006  Employee #1 was installing concrete forms  for a driveway at a house in Long Beach  CA. The house belonged to the owner  of a residential construction contracting company that had hired Employee #1's  employer  an unlicensed contractor  to build the driveway. While he was  working  Employee #1 contacted live electrical wires from a damaged yellow  extension cord that was attached to a Dewalt corded electric drill. A coworker  heard him call for help  grabbed the cord  and pulled the drill out of his  hand. Employee #1 then collapsed into a fetal position  clutching his chest  and moaning. The construction company owner heard the commotion and came to  help; he started CPR and his wife called 911 for assistance. Employee #1 could  not be revived; he was transported to Community Hospital of Long Beach  where  he was pronounced dead. Subsequent investigation determined that the yellow  extension cord had bare metal conductors showing at its female end  which was  attached to the drill. The cord's male end was missing the ground plug  as was  the orange extension cord to which it was connected. The orange cord was  plugged into an exterior GFCI-protected outlet. The GFCI outlet showed  ""correct"" wiring  but it did not trip under load or when the TEST button was  pressed.                                                                        "
200052660, Employee Shocked By Extension Cord While Reversing Polarity , On January 12  2006  Employee #1 and a coworker were cutting the concrete in  an existing structure in preparation for installing additional plumbing as  part of a renovation project. The workers were using a 480-volt AC concrete  saw powered by a truck-mounted generator. Employee #1 was alone  setting up  the equipment  while his supervisor discussed the cuts to be made and their  locations with the general contractor. While testing the saw  Employee #1  realized that the polarity was reversed and he decided to correct this by  changing the cord. He disconnected the saw cord from the extension cord  running to the generator. Employee #1 was supposed to re-wire the de-energized  side of the cord  the saw cord  but began to disassemble the generator side of  the cord while the generator was running. As he was working  he contacted a  277-volt single phase of the three-phase cord and sustained third-degree burns  to the middle fingers on both hands. Employee #1 was transported to the  hospital  where he was admitted for treatment. Subsequent investigation found  that the previous job had involved an incorrectly wired 480-volt power source;  this was a common occurrence at some of the construction sites where Employee  #1 had performed concrete-cutting operations  and it was easier to reverse the  wires in the cord than to wait for the electrician to arrive and correct the  polarity issues within the circuit. At this site  they were using the  company-owned generator  which was correctly wired.                             
202126678, Employee Is Killed In Fall From Roof , On August 24  2010  Employee #1 was applying an acrylic roof coating on a  building roof  when a section of the roof gave way because of corrosion.  Employee #1 fell through the roof and landed on a concrete surface 30 feet  below. Employee #1 was killed as a result of the injuries she sustained.        
201405628, Employee Dies In Fall Through Roof , On June 13  2001  Employee #1 and other employees were replacing a roof. The  aged metal sheets were exposed. Employee #1 stepped on the deteriorated metal  sheeting  and the weakened metal collapsed under his weight. He fell 52 ft to  the ground. He died of injuries sustained in the fall.                          
14331524, Employee Killed When Aluminum Reflector Collapses , On the morning of September 30  1992  Employee #1 was part of a three-man crew  that was taking down an aluminum reflector angled at 45 degree from the  vertical at the top of a 275-foot high microwave relay tower. They were  replacing it with a receiving/transmitting dish. Employee #1 had to go into  the aluminum framing  which supports the reflector and secures it to the  tower  to attach the bridle sling for a tag line used to keep the reflector  and framing from hitting the tower while it is being lowered to the ground.  While out in the reflector framing  the employee must attach his safety belt  lanyard to the framing rather to the tower. Employee #1 was on the reflector  framing when the bolts at the top securing bracket sheared  and the top of the  unit began peeling away from the tower  pulling the bottom bracket off the  tower. The reflector unit and Employee #1 fell to the ground  where he died of  massive head and trunk trauma. The brackets  nuts  and bolts securing  reflector framing to the tower had been checked before Employee #1 went into  the framing and appeared to be normal. The company had a contract to perform  this work on a series of microwave relay towers and had already done several  without a problem. However  this particular tower was located adjacent to the  Gulf of Mexico and the corrosive effect of salt air on aluminum and steel  brackets secured with aluminum nuts and bolts had not been considered. This  corrosion was not detectable without disassembly of the brackets.               
201086774, Employee Is Burned By Uncontrolled Release Of Acid , On August 25  2005  an employee and a crew consisting of a supervisor  an  operator  an operator's assistant  an emergency hoseman  was tasked to clean  out a blocked pipeline system carrying 93Sulfuric Acid. All crew members  donned the following chemical resistant personal protective equipment: two  piece body protection  gloves  boots  face-shield  and hard hat. Lock out-Tag   line isolation  pump shut down and pressure relief procedures were followed  and approved with CalPine's oversight. Line blockage was found to be in a  vertical section  where the high carbon steel line was connected to stainless  steel line by a threaded union. As employee applied pressure with two pipe  wrenches to loosen the coupling  the pipe cracked  releasing acid under head  pressure. The acid was deflected under the employee's face shield contacting  him on the lower left side of his face and neck. The employee was drenched by  emergency hoseman and subsequently removed to an emergency shower. The  employee was taken to Kern Medical Center  where he was treated and released  for second degree chemical burns. The following day examination revealed  excessive swelling  and the employee was referred to Grossman Burn Center   Sherman Oaks  CA  for inpatient hospitalization. A line blockage and  structural deterioration was found to be due to corrosion of piping as a  result of water contamination in the acid system. Previously  this operation  was performed without incident on two other acid systems. There was no visible  condition identified to suspect the pipe was subject to failure. Preoperation  planning and procedures were determined to be adequate. There was no evidence  which suggests injuries sustained by the employee were the result of  violations of Title 8 Safety Orders.                                            
202357729, Employee Dies After Scaffolding Collapses , On June 7  2005  Employee #1 and a coworker were operating a Fraco  mast-climbing work platform. They were moving the work platform down  and they  had to adjust the outriggers so the scaffold could be lowered without striking  the iron on the building. The coworker climbed from the platform into the  building  while Employee #1 remained on the platform. The outrigger had become  stuck  and its plunge bars would not adjust in or out. Employee #1 removed a  cotter pin from a plunge bar to make it easier to adjust. By doing so  he  caused the plunge bar and platform boards he was standing on to collapse. He  fell approximately 32 feet to a concrete loading dock and sustained multiple  injuries. He was taken to a nearby hospital  where he died.                     
201116167, Employee Suffers Fracture When Scissor Lift Tips Over , At approximately 11:00 a.m. on June 21  2003  Employee #1 was putting 20-ft  long  3-in.-diameter steel sprinkler pipes on 30-ft high rafters by using a  rented GROVE DUA 73  SM 3269 scissor lift. Coworkers were operating other  scissor lifts and heard Employee #1 scream. They turned around and saw  Employee #1 approximately 30 ft high  operating the scissors lift. The scissor  lift started tilting and tipped over  and the platform hit the ground. When  the platform hit the ground  Employee #1 was ejected from the platform. This  accident was caused by a missing or broken cotter pin  to hold the nut and the  wheel in place  which caused the whole left front wheel to come off. Employee  #1 suffered a fractured left ankle and was hospitalized.                        
845370, Employee Killed In Fall From Tower , At approximately 8:45 a.m. on October 29  1995  Employee #1 and a coworker  were installing coaxial cable to a 300 ft communication tower constructed the  week earlier. Instead of climbing the tower and winching up one coaxial cable  at a time  Employee #1 (the foreman) had the coworker unwillingly capstan  winch him up the tower with the coaxial cables  using a high strength rope.  Employee #1 was wearing a type IV tree trimmer belt designed for suspension  and positioning. The capstan winch was mounted on a turntable that was bolted  to the truck bed. The pin to hold the turntable in place was lost and a cotter  pin was used as a replacement. When Employee #1 was suspended between 200 and  250 ft  the cotter pin sheared  the capstan winch turned  and the rope slid  off. The coworker received rope burns to his hands as he attempted to hold the  rope. Employee #1 was killed by head and multiple other injuries from the  fall.                                                                           
14198600, Five Employees Injured In Fall From Scaffold Platform , Employees #1 through #5 were working on the platform of a Morgan Tower  scaffold  located 19 feet  4 inches above the ground. A cotter pin was missing  from the sheave pin  which molds the 4-inch sheave in the sheave assembly. Two  employees raised the scaffold by turning the winch lifting leaver  causing the  sheave pin to come out. The winch cable was then free with nothing to support  the carriage and platform. The scaffold platform fell and all 5 employees fell  to the ground. Employees #1 through #5 were taken to the hospital  suffering  from multiple injuries.                                                         
14541742, Fall From Elevation Due To Rig Collapse , AN EMPLOYEE WAS TYING OFF CONDUCTORS TO A TOWER FOR A 500-KILOVOLT OVERHEAD  POWER TRANSMISSION SYSTEM. HIS SAFETY BELT WAS ATTACHED TO THE RIGGING. THE  CLEVIS USED TO ANCHOR THE RIGGING HAD A COTTER PIN IN ITS SHACKLE. SIDE  LOADING ON THE SHACKLE CAUSED THE COTTER PIN TO SHEAR AND RELEASE THE RIGGING.  THE EMPLOYEE RODE THE RIGGING TO THE GROUND  STRIKING POLES AND THE ROADWAY.  HE WAS PRONOUNCED DEAD AT THE SCENE.                                            
201487444, Employee Suffers Respiratory Distress After Inhaling Vapors , Approximately 2:00 p.m. on November 29  2004  Employee #1 was removing excess  grout sealer on floor tile  so he could apply new sealer. Employee #1 was  working in a small bathroom that was not well ventilated. Employee #1 used  sand paper to sand off the sealer. Employee #1 noticed that dust was being  generated while he was sanding. Employee #1 finished the job  and was driving  headed to another job when he began to cough. The coughing got worse and  Employee #1 began to fill burning in his nose and chest area. Employee #1  drove himself to the hospital where he was hospitalized and treated for  respiratory distress. Employee #1 was overexposed to dust particles and  mist/vapor from the sealer.                                                     
171061567, Employee Became Ill After Inhaling Unknown Dust , On October 10  2001  Employee #1 and #2 of KD Cody Excavation were digging a  trench. Employee #1 inside the trench uncovered a small animal den with his  shovel. A white dust rose from the den and migrated into their breathing  zones. Two days later Employee #1 developed a fever  cough and chest  tightness. Respiratory symptoms became progressively worse over the next few  days resulting in hospital admittance.                                          
201129764, Employee Is Killed When Crushed By Elevator Counter Weights ," At approximately 7:51 a.m. on June 11  2013  Employee #1 and a coworker were  working in a Freight Elevator shaft known as D-1 on the first floor  Level  100. Employee #1 was installing a limit switch standing on a step-ladder in  the elevator pit. There were also two other coworkers who were installing  doors on an adjacent Freight Elevator  D-2 at the same level. The elevator  platform was at the lowest level 100  where a coworker was standing. The  elevator's door was open and the counter-weight was up near the 7th floor  Level 700. Employee #1 instructed the coworker to take the elevator car up to  Level 700 to bring Ko- Seals to plug a hole in an electrical box. The coworker  was moving the elevator up to level 700  and as he was one foot away from  reaching level 700  he heard another coworker yell ""Stop  Stop"". The coworker  stopped the car immediately and brought the elevator-car down to the 3rd floor  Level 300. While the two coworkers were busy prepping the freight door  installation on elevator D-2  the other coworker heard a cracking noise from  the elevator Pit at D-1. The coworker then quickly entered shaft D-2  looked  in the pit at D-1  and found Employee #1 crushed under the counter-weight of  D-1. Employee #1 was pronounced dead at the scene.                              "
202469359, Roofer Is Killed In Fall From Parking Garage , On the afternoon of October 24  2010  a three-person (2 workers plus a  supervisor) roofing crew including Employee #1 was repairing  restoring and  installing the asphalt covering on the top deck of a parking structure. Part  of the exposed level was protected with parapets  but the remainder was  unprotected. The process included raising and lowering 5-gallon buckets of hot  tar using a standard A-frame hoisting device. This device was commonly used by  the roofers with ballast blocks or weights. However  in this instance   Employee #1  a 45-yr-old male construction worker  proceeded to use the device  without the required counterweight. With the imbalance and no fall protection   the worker was ejected from the roof and fell 35-ft to his death  landing on  his back against the concrete floor below. After Employee #1 was taken by  ambulance from the scene  the supervisor instructed the second member to  finish the job.                                                                 
201925104, Employee Is Crushed And Killed By Counterweight , On April 19  2010  at the Motiva site in Port Arthur  Texas a 90 ton Link-Belt  extendable boom crane was being used as an assist crane to lift a 44 000 lbs  counterweight tray to a DeMag 660 ton crane. An employee was trying to insert  lug pins that connected the counterweight tray to the understructure of the  DeMag. The preliminary findings reveal that one of the riggers was possibly on  a ladder attempting to insert the first pin on the counterweight tray that was  approximately 1 to 2 inches below the DeMag's structure when the assist  crane's pinned section of the boom failed  dropping the 44 000 lb tray on the  employee. The employee was killed.                                              
200758829, Employee Is Crushed Between Gravel Box  Trac Hoe  Later Dies , At approximately 8:00 p.m. on May 1  2009  Employee #1  a foreman for an  excavating company  was observing the track hoe operator while he was  positioning the tracks for the track hoe over a trench they were working on.  The trench was being prepared to have water removed and then gravel placed  over the recently installed 12-in. drainage pipe. While observing the operator  Employee #1 walked between the rear of the track hoe and the stone box which  was placed next to the track hoe. At this time the track hoe operator turned  the carriage assembly and the rear counterweight struck Employee #1  pinching  him between the counterweight and the corner of the stone box. A coworker  observed this  and yelled to the track hoe operator. The track hoe operator  did not hear the coworker initially and turned the rear of the track hoe back  to the original position. This caused the counterweight to remain in contact  with Employee #1 and again pinch him up against the stone box. Employee #1  fell to the ground  the rear of the track hoe was moved and a call was placed  for the emergency medical assistance. Employee #1 was transported to the  hospital where he died at approximately 1130 p.m. of internal injuries.         
201169778, Employee Injured When Aerial Lift Flips Backward On Slope , On October 1  2007  Employee #1  of Eli Industries  Inc.  was operating a  Genie aerial lift  model Z45/25  at a condominium construction site. The site  was graded and there were several condominium buildings that were in the final  stages of having stucco applied. Employee #1 was driving the lift over the  promenade area between building #15 and building #16 to finish installing  awnings over the windows. The promenade was a dirt surface that was configured  with three  10-degree inclines  with flat areas separating them. Employee #1  was at a height of approximately 25 ft and was behind the chassis as he  maneuvered the lift  with the boom extended  up one of the inclines. The  chassis fell backward and flipped over on the slope. Employee #1 was wearing a  harness and was secured to the platform with a lanyard  but he fell with the  platform  striking his head on the ground as he landed. He was transported by  paramedics to UCLA Harbor Medical Center  where he was diagnosed with epidural  hematoma and a temporal bone fracture  as well as multiple broken bones. He  was hospitalized for three weeks and underwent two surgeries. The equipment  overturned because the boom was extended beyond the capability of the  counterweight. Employee #1 later stated that he had operated various aerial  devices during his employment with Eli Industries  Inc.  but that he had not  received any formal training or instruction from his employer on safe  operating procedures or manufacturer's instructions and safety rules. The  employer was cited for failure to report a serious injury to the Division as  require; failure to provide aerial operator trainin;  lack of inspection and  training records; and lack of a formalized heat illness prevention program.     
201043239, Employee Severed At Waist When Struck By Counterweight , At approximately 5:45 p.m. on August 9. 2007  Employee #1 and a coworker were  each operating a manlift at a tower under construction. Employee #1  who was  operating the left car  was at ground level  while the right car was at level  15  picking up a drywall worker to take down. The worker was dropped off at  the basement level (the first floor above ground level)  as Employee #1 was  standing on the outside of the manlift tower  opposite the building  and  leaning into it to grease the rollers. The coworker operating the right car  was returning to level 15 to pick up the rest of the drywall clean-up crew  when a coworker on level 19 called for Employee #1's car to pick him up. The  operator of the right car  being at level 15 already and knowing that Employee  #1's car was at ground level  continued up to level 19. When he got there and  opened the gate to pick up the worker  the car shook and then stopped  operating. When the right car had reached level 19  its 9 000 lb counterweight  moved down the manlift tower on the side opposite the building  where Employee  #1 was working. The counterweight struck Employee #1 in the midsection and  severed his body in half at the waist. Apparently  the counterweight hung up  momentarily as the right car continued to level 19  creating slack in the  counterweight's lines. Once the counterweight struck Employee #1  it free-fell  15 ft to 17 ft to the bottom of the pit  smashing a structural member and the  conduits supplying power to the manlifts. This was the reason why the right  car could not move from level 19.                                               
202088241, Employee Is Crushed And Killed By Falling Counterweight , At approximately 8:45 a.m. on July 9  2007  Employee #1 was helping to  disassemble a crane. Employee #1 took out the three bolts that secure the rear  counterweight to the middle counterweight and was loosening the second  counterweight's bolts from under the super structure. Another employee was  standing directly behind the crane assisting in the operation  stated that  they had not been trained in the assembly and or disassembly of the crane  and  did not consider the bolts being removed a hazard. The operator of the crane  leading the disassembly stated he did not know Employee #1 had taken the bolts  off the counter weight and was working on releasing the gantry crane on the  back of the crane to secure the counter weight. The operator's manual states  that the counter weight should have been secured to the gantry before the  bolts had been removed and/or loosened. The rear counter weight fell off  striking Employee #1. Employee #1 was crushed by the eight-ton rear counter  weight from the HC-80 Terex American crawler crane and was killed. .            
201183746, Employee'S Arm Crushed By Elevator Counterweight , At approximately 12:50 p.m. on June 7  2007  Employee #1 and a coworker were  at a job site to response to a trouble call on a construction passenger  elevator. After an initial evaluation  they determined that the power cable  had coiled up and become entangled. Employee #1 and the coworker went to the  22nd floor to access the problem area. Employee #1 had on fall protection and  got inside the tower of the elevator while the coworker got on top of the car  to operate it at inspection speed. The coworker started to bring the car down  while Employee #1 was positioning himself in the tower. His left arm was  hanging out when it became pinched and crushed by the counterweight coming up.  Employee #1 yelled to the coworker to stop  which he did and then reversed  upward. When the car rose  the counterweight went down and freed Employee #1's  arm. He was able to climb out and get to the floor of the building. Employee  #1 was transported to San Francisco General Hospital  where he underwent  surgery to insert a plate in his upper left arm and to perform skin grafting.  He was hospitalized for approximately two weeks. The employer was not cited  for any accident-related violations because there are no standards that apply  to employees working inside the tower of a construction passenger elevator.     
202078101, Employee Is Killed When Caught Between Crane And Ground , On 27 March 2007  an employee and coworker were unloading a 19 000 lbs Link  Belt crane counterweight from a 42-ft length 7-ft 8-in. width  4-ft 8-in.  height Dorsey Model Number DGTW-84 flat bed trailer. The counterweight was  curved and measured 10-ft  5-in. in length  4-ft 4.25-in. in height  and  11.25-in. width at the base. The counterweight was placed on top of two 8-ft  2-in. by 4-in. boards and was secured to the trailer by four alloy steel  chains  2- 12.5-ft length  1- 11-ft 4-in. length  1-18-ft 7-in. length  three  Durabilt DR-1 binders  6 600 lbs working load limit  and one Durabilt DR-2  binder  9 200 lbs working load limit. The coworker removed two of the chains  and two binders then left the area to use the bathroom. The employee was  standing on top of the trailer  next to the counterweight. When the coworker  returned  he walked up next to the left rear corner of the trailer  heard a  loud boom  and an object struck him in the face which knocked him down. When  he got up  he noticed that the counterweight fell off the trailer and lying on  the ground. The coworker then observed the employee lying on the ground next  to the counterweight and yelled for someone to call emergency medical  services. After the paramedics arrived  the employee was pronounced dead.       
202675492, Employee Falls Through Patio Cover And Is Injured , At approximately 12:00 p.m. on November 26  2013  Employee #1 was providing  maintenance work at a residential house and working on a patio cover. While  repairing the cover  he fell through the cover  falling approximately 8 ft and  striking the ground. He sustained unspecified injuries. Employee #1 was  transported to a medical center  where he was treated and then was  hospitalized.                                                                   
201045077, Employee Falls Into Manhole  Fractures Spine , At approximately 6:45 a.m. on September 26  2013  Employee #1  with Bravo  Underground  Inc.  and a coworker  were unloading manhole components   consisting of two cement pieces  which were laid on top of the drain box.  Depending on the depth of the road  they could be from one ft to four ft high.  Employee #1 used a chain to connect the components to the bucket of the  excavator  and then the coworker lowered the pieces onto the drain box. When  the components got close to the drain box  Employee #1  and a second coworker   guided the components onto the top of the drain box. Until the components were  guided onto the top of the drain box  there was a four ft open hole which went  down about 11.5 ft to the bottom of the drain box. Employee #1 was connecting  the components to the excavator. When Employee #1 went back to guide the  components  his coworkers lost sight of him. When a coworker realized that  Employee #1 was not in view  the coworker got out of his equipment and went  over to the drain box. The coworker noticed that the pallet was shifted  and  he looked down the hole and saw Employee #1 at the bottom. The coworker then  called his foreman  who then called Emergency Services (911). When Emergency  Services arrived  they performed a Confined Space rescue and airlifted  Employee #1 to the hospital  where Employee #1 was treated for head  neck  and  back injuries.                                                                  
201408630, Worker Is Killed In Fall Through Roof Skylight , At approximately 10:50 a.m. on May 13  2013  Employee #1  a heating  air  conditioning  and refrigeration (HVAC) mechanic employed by Shoreline Metal  Fabricators Inc.  was working on the roof of a manufacturing facility  a  foundry. He was gathering information  taking measurements  and reviewing  existing conditions in preparation for the installation of a dust collection  system. The employee fell through a skylight and landed 30 feet below on the  factory floor. He was killed by the fall. Employee #1 was found by the  foundry's employees. The subsequent investigation determined that the skylight  had a thin plastic dome cover measuring approximately 22 inches wide by 45  inches long. The roof's surface was dry and relatively clean  with small  amounts of foundry dust and sand present.                                       
