id,Cause,Objects,Occupation,Activities
171059942,Falls,no_object,worker,stepping back onto an
171059942,Falls,no_object,worker,bridging support onto the
171059942,Falls,no_object,worker,welding angle iron bridging
200264026,Electrocution,power-line,contractor,finishing poured concrete using
200264026,Electrocution,power-line,contractor,working for his employer
202498085,Falls,no_object,sweeper,operating a power broom
201798600,Caught in/between Objects,no_object,supervisor,working for l
202353942,Falls,foreman,foreman,making a pas with
202353942,Falls,foreman,foreman,existing roofing system on
202353942,Falls,foreman,foreman,preparing to remove and
201632486,Falls,broom-handle,no_occupation,working and down the
200620052,Falls,broom,sweeper,operating a power broom
202345328,Struck By Moving Objects,chipper,laborer,clearing material into a
202345328,Struck By Moving Objects,chipper,laborer,feeding landscape clearing material
202311536,Struck By Moving Objects,metal,excavator,being done well within
202311536,Struck By Moving Objects,metal,excavator,wearing a harthat
202311536,Struck By Moving Objects,metal,excavator,assisting another employee in
200922920,Struck By Moving Objects,loaderexcavator,owner,working with a caterpillar
201345550,Collapse of object,elevator,no_occupation,installing control cable conduit
201345550,Collapse of object,elevator,no_occupation,planning on installing control
201345550,Collapse of object,elevator,no_occupation,installing equipment on a
201345550,Collapse of object,elevator,no_occupation,collapsing lower section of
201345550,Collapse of object,elevator,no_occupation,removing the panel from
201345550,Collapse of object,elevator,no_occupation,preparing the leg for
201345550,Collapse of object,elevator,no_occupation,working from a ladder
201345550,Collapse of object,elevator,no_occupation,working from a ladder
200203230,Struck By Moving Objects,truck-bucket,erlanger,working from a bucket
202560546,Struck By Moving Objects,excavator,excavator,working in an excavation
201344777,Falls,bucket-elevator,no_occupation,plumbing the tower prior
201344777,Falls,bucket-elevator,no_occupation,squaring and plumbing the
201344777,Falls,bucket-elevator,no_occupation,erecting a 160fttall support
201352895,Struck By Moving Objects,excavator,excavator,attempting to fell a
201352895,Struck By Moving Objects,excavator,excavator,operating a john deer
201352895,Struck By Moving Objects,excavator,excavator,clearing a site of
202354593,Struck By Moving Objects,excavator-bucket,excavator,being used to swing
202354593,Struck By Moving Objects,excavator-bucket,excavator,grinding fallen tree in
201129988,Falls,no_object,foreman,repairing at a townhouse
201129988,Falls,no_object,foreman,renovating and repairing at
201129988,Falls,no_object,foreman,installing concrete floor on
201129988,Falls,no_object,foreman,working with a concrete
201129988,Falls,no_object,foreman,including at second story
202556189,Falls,ladder,no_occupation,working at a commercial
202081766,Falls,elevator,no_occupation,installing cable for an
202081766,Falls,elevator,no_occupation,working for a roofing
202649232,Falls,ladder,laborer,installing tyvek paper approximately
202649232,Falls,ladder,laborer,working from a 32foot
202614673,Falls,ladder,no_occupation,installing siding
202614673,Falls,ladder,no_occupation,being remodeled
202614673,Falls,ladder,no_occupation,working at a private
202522967,Caught in/between Objects,rafter,no_occupation,cutting a roof rafter
202522967,Caught in/between Objects,rafter,no_occupation,working on the exterior
202673067,Falls,no_object,no_occupation,applying exterior stucco to
202493243,Falls,no_object,coworker,landing on top of
202493243,Falls,no_object,coworker,using a it slid
202493243,Falls,no_object,coworker,installing a replacement window
201186293,Falls,no_object,painter,being sprayed
201186293,Falls,no_object,painter,placing cardboard on the
201186293,Falls,no_object,painter,using a spray gun
201186293,Falls,no_object,painter,priming the exterior stucco
201186293,Falls,no_object,painter,painting the exterior of
201186293,Falls,no_object,painter,working a a painter
200604882,Other,building,no_occupation,using scissor lift
200604882,Other,building,no_occupation,installing purlins on the
201185014,Falls,platform,carpenter,including compression fracture of
202342382,Falls,building,no_occupation,stocking concrete block on
200263382,Falls,no_object,coworker,dismantling an old conveyor
200624120,Other,building,contractor,using a jackhammer to
200624120,Other,building,contractor,working for a gas
200624120,Other,building,contractor,crushing injury
200624120,Other,building,contractor,being capped
202341699,Falls,no_object,no_occupation,performing demolition work in
201923950,Struck By Moving Objects,no_object,laborer,going to the parking
201923950,Struck By Moving Objects,no_object,laborer,separating the department store
201923950,Struck By Moving Objects,no_object,laborer,tearing down a threestory
202358891,Exposure to extreme temperatures,no_object,contractor,cutting the seventh vertical
202358891,Exposure to extreme temperatures,no_object,contractor,using a torch to
202358891,Exposure to extreme temperatures,no_object,contractor,working for richard b
201042447,Caught in/between Objects,no_object,no_occupation,matting all either
201042447,Caught in/between Objects,no_object,no_occupation,finishing concrete on the
201042447,Caught in/between Objects,no_object,no_occupation,pouring and finishing concrete
201042447,Caught in/between Objects,no_object,no_occupation,working on the south
200712602,Collapse of object,building,no_occupation,dragging his welding lead
200712602,Collapse of object,building,no_occupation,working on a precast
202004594,Collapse of object,staircase,coworker,having been
202004594,Collapse of object,staircase,coworker,being conducted so the
202004594,Collapse of object,staircase,coworker,existing building at the
202004594,Collapse of object,staircase,coworker,conducting a survey of
201953841,Collapse of object,building,contractor,framing scrap wa
201953841,Collapse of object,building,contractor,bearing wall
201953841,Collapse of object,building,contractor,using a rough terrain
200032126,Caught in/between Objects,no_object,no_occupation,placing bunk of plywood
201490372,Falls,ladder,no_occupation,installing pvc piping in
202464186,Falls,basin,foreman,smoothing the slope from
202464186,Falls,basin,foreman,pouring and smoothing the
202464186,Falls,basin,foreman,walking backward his left
202464186,Falls,basin,foreman,walking back and forth
202464186,Falls,basin,foreman,using a bull float
202464186,Falls,basin,foreman,smoothing area on the
202464186,Falls,basin,foreman,working on the detention
202656609,Falls,transport-trailer,foreman,working in close proximity
202656609,Falls,transport-trailer,foreman,resulting in hospitalization
202656609,Falls,transport-trailer,foreman,loading the crawler dozer
202656609,Falls,transport-trailer,foreman,wearing his seatbelt in
202656609,Falls,transport-trailer,foreman,loading a john deere
200922888,Struck By Moving Objects,bulldozer,no_occupation,checking the grade
200054070,Struck By Moving Objects,no_object,no_occupation,working 200 yard north
200054070,Struck By Moving Objects,no_object,no_occupation,using sand from an
200054070,Struck By Moving Objects,no_object,no_occupation,preparing a site for
200054070,Struck By Moving Objects,no_object,no_occupation,operating a 1980 caterpillar
202508628,Struck By Moving Objects,bulldozer-rollover,no_occupation,wearing a seatbelt
202508628,Struck By Moving Objects,bulldozer-rollover,no_occupation,winding around a 200
202508628,Struck By Moving Objects,bulldozer-rollover,no_occupation,cutting a roadway winding
202508628,Struck By Moving Objects,bulldozer-rollover,no_occupation,operating a d9t caterpillar
202508628,Struck By Moving Objects,bulldozer-rollover,no_occupation,working a a bulldozer
201682176,Falls,no_object,ripper,piling cell at the
201682176,Falls,no_object,ripper,piling gravel on the
201682176,Falls,no_object,ripper,operating a d9 dozer
200604809,Struck By Moving Objects,bulldozer,loader,operating when it rolled
200452860,Struck By Moving Objects,bulldozer,foreman,dipping on his last
200452860,Struck By Moving Objects,bulldozer,foreman,filling in a slight
200922052,Caught in/between Objects,bull-dozer,contractor,operating a hamm 3307
200922052,Caught in/between Objects,bull-dozer,contractor,grading subcontractor superintendent who
200922052,Caught in/between Objects,bull-dozer,contractor,operating a deere 450j
200922052,Caught in/between Objects,bull-dozer,contractor,operating heavy equipment were
200922052,Caught in/between Objects,bull-dozer,contractor,occurring nearby
200922052,Caught in/between Objects,bull-dozer,contractor,operating a hamm 3307
200922052,Caught in/between Objects,bull-dozer,contractor,grading subcontractor superintendent who
200922052,Caught in/between Objects,bull-dozer,contractor,operating a deere 450j
200922052,Caught in/between Objects,bull-dozer,contractor,wearing a high visibility
200922052,Caught in/between Objects,bull-dozer,contractor,occurring nearby
200922052,Caught in/between Objects,bull-dozer,contractor,rolling operation were occurring
200922052,Caught in/between Objects,bull-dozer,contractor,taking grade measurement in
200922052,Caught in/between Objects,bull-dozer,contractor,using a laser transit
200626018,Struck By Moving Objects,flipping-bulldozer,no_occupation,running
202544805,Struck By Moving Objects,trench,supervisor,working had caved in
202544805,Struck By Moving Objects,trench,supervisor,working in a 14foot
202544805,Struck By Moving Objects,trench,supervisor,checking the depth
202544805,Struck By Moving Objects,trench,supervisor,installing steel reinforced concrete
202544805,Struck By Moving Objects,trench,supervisor,excavating a trench for
202544805,Struck By Moving Objects,trench,supervisor,working on a pipeline
202544805,Struck By Moving Objects,trench,supervisor,indicating that employee must
202544805,Struck By Moving Objects,trench,supervisor,including one or more
202544805,Struck By Moving Objects,trench,supervisor,operating a front loader
202544805,Struck By Moving Objects,trench,supervisor,excavating soil from a
202544805,Struck By Moving Objects,trench,supervisor,operating a backhoe in
201408572,Other,side,coworker,cleaning the main
201408572,Other,side,coworker,going to go and
201408572,Other,side,coworker,leaking into the excavation
201408572,Other,side,coworker,being previously excavated
201408572,Other,side,coworker,including clay and backfill
202543872,Electrocution,cave,no_occupation,installing drain around the
202543872,Electrocution,cave,no_occupation,waterproofing and installing drain
202543872,Electrocution,cave,no_occupation,digging a trench with
202543872,Electrocution,cave,no_occupation,working in beverly hill
202543872,Electrocution,cave,no_occupation,working for two individual
202508925,Collapse of object,trench,no_occupation,performing work in a
202635090,Collapse of object,no_object,no_occupation,installing a concrete form
202635090,Collapse of object,no_object,no_occupation,performing masonry duty at
201925625,Caught in/between Objects,trench,no_occupation,installing a 48 in
201925625,Caught in/between Objects,trench,no_occupation,working in a trench
200375798,Caught in/between Objects,no_object,excavator,loading it into the
200375798,Caught in/between Objects,no_object,excavator,operating to remove soil
200375798,Caught in/between Objects,no_object,excavator,digging
200691095,Falls,water,no_occupation,drilling activity
201345881,Other,no_object,no_occupation,bracing
201345881,Other,no_object,no_occupation,opening
201345881,Other,no_object,no_occupation,pouring concrete into a
201345881,Other,no_object,no_occupation,using fall protection and
201345881,Other,no_object,no_occupation,finishing the construction of
201345881,Other,no_object,no_occupation,working on a building
201250321,Other,no_object,no_occupation,burying employee 1
201250321,Other,no_object,no_occupation,installing an elbow to
202469565,Struck By Moving Objects,trench,laborer,excavating in the trench
202469565,Struck By Moving Objects,trench,laborer,working for his employer
201283397,Struck By Moving Objects,trench,laborer,working in the trench
201283397,Struck By Moving Objects,trench,laborer,working a a laborer
200376648,Electrocution,panelboard,coworker,working at a retail
202722088,Struck By Moving Objects,no_object,excavator,repairing an excavator
202722088,Struck By Moving Objects,no_object,excavator,working outside repairing an
202722088,Struck By Moving Objects,no_object,excavator,reigniting the fire
202722088,Struck By Moving Objects,no_object,excavator,planning to ignite the
200923100,Struck By Moving Objects,flash-fire,volunteer,working in another part
200923100,Struck By Moving Objects,flash-fire,volunteer,working at a height
200923100,Struck By Moving Objects,flash-fire,volunteer,using an aerial lift
202082426,Caught in/between Objects,arc-flash,handler,installing fuse in a
202479564,Caught in/between Objects,no_object,contractor,burning
202479564,Caught in/between Objects,no_object,contractor,controlling the hose for
202479564,Caught in/between Objects,no_object,contractor,moving and controlling the
202479564,Caught in/between Objects,no_object,contractor,performing a concrete pour
202479564,Caught in/between Objects,no_object,contractor,working at a building
202715538,Electrocution,wire,supervisor,hanging off the ladder
202715538,Electrocution,wire,supervisor,pulling a wire through
202658464,Electrocution,switch-gear,supervisor,specializing in electrical installation
202658464,Electrocution,switch-gear,supervisor,being done
202658464,Electrocution,switch-gear,supervisor,falling approximately 7 ft
202658464,Electrocution,switch-gear,supervisor,resulting in employee
202658464,Electrocution,switch-gear,supervisor,guiding electrical wire into
202658464,Electrocution,switch-gear,supervisor,installing electrical equipment with
201491768,Caught in/between Objects,arc-flash,no_occupation,working on a power
200902237,Struck By Moving Objects,panel,electrician,installing new wiring from
200902237,Struck By Moving Objects,panel,electrician,working at a construction
200902237,Struck By Moving Objects,panel,electrician,tightening the loadside lug
200902237,Struck By Moving Objects,panel,electrician,attaching the loadside wire
201089455,Struck By Moving Objects,panel,no_occupation,positioning himself to tighten
201089455,Struck By Moving Objects,panel,no_occupation,tigntening up the ground
201089455,Struck By Moving Objects,panel,no_occupation,installing a 480volt electrical
201344306,Struck By Moving Objects,busbar,no_occupation,wearing personal protective equipment
201344306,Struck By Moving Objects,busbar,no_occupation,helping to run electric
202444832,Struck By Moving Objects,fire,breaker,working on an energized
201070331,Struck By Moving Objects,fire,supervisor,walking to the pumping
201070331,Struck By Moving Objects,fire,supervisor,cleaning the insulator around
201070331,Struck By Moving Objects,fire,supervisor,using a ductor testing
201070331,Struck By Moving Objects,fire,supervisor,metering station of 277480
201070331,Struck By Moving Objects,fire,supervisor,conducting electrical preventive maintenance
170106967,Caught in/between Objects,arc-flash,breaker,pulling conductor in a
200554483,Struck By Moving Objects,no_object,supervisor,watching employee 1
200554483,Struck By Moving Objects,no_object,supervisor,making the cut when
200554483,Struck By Moving Objects,no_object,supervisor,protruding vertically out of
200554483,Struck By Moving Objects,no_object,supervisor,working in the electrical
201088002,Caught in/between Objects,meter,contractor,resulting in an electric
201088002,Caught in/between Objects,meter,contractor,tightening a plastic
201088002,Caught in/between Objects,meter,contractor,installing a meter on
201167418,Other,cabinet,contractor,wearing protective glove
201167418,Other,cabinet,contractor,causing him to jump
201167418,Other,cabinet,contractor,replacing a slide in
201167418,Other,cabinet,contractor,grinding facility in los
201167418,Other,cabinet,contractor,helping install a new
201954336,Caught in/between Objects,change,coworker,causing an arc flash
201954336,Caught in/between Objects,change,coworker,pulling the temporary conductor
201954336,Caught in/between Objects,change,coworker,taking place so that
201954336,Caught in/between Objects,change,coworker,following the construction of
201954336,Caught in/between Objects,change,coworker,removing a temporary electric
202441325,Struck By Moving Objects,busbar,foreman,working he contacted a
202441325,Struck By Moving Objects,busbar,foreman,monitoring system in the
202441325,Struck By Moving Objects,busbar,foreman,installing conductor for the
954370,Struck By Moving Objects,cage,coworker,mowing grass in the
954370,Struck By Moving Objects,cage,coworker,clearing brush from around
201953270,Struck By Moving Objects,butane-inhalation,foreman,breathing
201953270,Struck By Moving Objects,butane-inhalation,foreman,happening and jumped into
170355424,Caught in/between Objects,flash-fire,no_occupation,installing two large butterfly
170355424,Caught in/between Objects,flash-fire,no_occupation,engulfing him in flame
170355424,Caught in/between Objects,flash-fire,no_occupation,using a pneumatic chipping
201023413,Falls,no_object,journeyman,using slid causing him
201023413,Falls,no_object,journeyman,causing him to lose
201023413,Falls,no_object,journeyman,using slid causing him
201023413,Falls,no_object,journeyman,scaffolding that wa approximately
201023413,Falls,no_object,journeyman,installing sliding glass door
201023413,Falls,no_object,journeyman,working at an apartment
201023421,Falls,no_object,laborer,assisting coworkers to prepare
201023421,Falls,no_object,laborer,being remodeled
201023421,Falls,no_object,laborer,working at a private
201023421,Falls,no_object,laborer,working a a laborer
202542775,Caught in/between Objects,rebar,laborer,cleaning debris from a
201071727,Falls,scaffold-support,contractor,puncturing his rectum on
201071727,Falls,scaffold-support,contractor,taping a soffit when
201183795,Falls,rebar,no_occupation,being washed out at
201183795,Falls,rebar,no_occupation,controlling a 4 in
200645216,Struck By Moving Objects,crane,puller,using a preformed cable
200645216,Struck By Moving Objects,crane,puller,setting at the outside
200645216,Struck By Moving Objects,crane,puller,working from a man
200645216,Struck By Moving Objects,crane,puller,working from a man
200645216,Struck By Moving Objects,crane,puller,moving a hardline wire
200645216,Struck By Moving Objects,crane,puller,working on moving a
201165057,Caught in/between Objects,l,conductor,resulting in an arc
201165057,Caught in/between Objects,l,conductor,using a portable electric
201165057,Caught in/between Objects,l,conductor,installing an attachment for
201165057,Caught in/between Objects,l,conductor,undergoing renovation in el
201165057,Caught in/between Objects,l,conductor,working at an office
201091238,Falls,no_object,helper,crawling along the elevated
201091238,Falls,no_object,helper,going back to the
201091238,Falls,no_object,helper,helping other worker pull
14393607,Electrocution,power-line,conductor,sitting in the metal
14393607,Electrocution,power-line,conductor,perspiring heavily from hot
14393607,Electrocution,power-line,conductor,splicing wa energized
14393607,Electrocution,power-line,conductor,splicing a conductor in
14393607,Electrocution,power-line,conductor,working on 13
201509700,Falls,no_object,no_occupation,causing the ladder and
201509700,Falls,no_object,no_occupation,working height of the
201509700,Falls,no_object,no_occupation,extending it onto the
201509700,Falls,no_object,no_occupation,placing his 28 ft
201509700,Falls,no_object,no_occupation,installing an internet cable
201773462,Falls,ladder,no_occupation,removing a midspan aerial
202540704,Falls,technician,technician,using a 20foot aluminum
202540704,Falls,technician,technician,working a a field
201489762,Caught in/between Objects,installer,contractor,pulling telecommunication cable from
201489762,Caught in/between Objects,installer,contractor,working for an electrical
201044856,Drowning,no_object,loader,using a john deere
200674638,Caught in/between Objects,slope,no_occupation,missing in the afternoon
200674638,Caught in/between Objects,slope,no_occupation,using a shovel a
200674638,Caught in/between Objects,slope,no_occupation,grading the slope using
200674638,Caught in/between Objects,slope,no_occupation,grading a slope in
200674141,Struck By Moving Objects,no_object,no_occupation,attempting to clean the
200674141,Struck By Moving Objects,no_object,no_occupation,moving the bobcat bucket
200674141,Struck By Moving Objects,no_object,no_occupation,removing debris from the
200674141,Struck By Moving Objects,no_object,no_occupation,operating a bobcat at
201109451,Struck By Moving Objects,substance,no_occupation,working at a construction
200690246,Other,cancer,worker,performing electrical work in
201991957,Struck By Moving Objects,capacitor,technician,housing
201991957,Struck By Moving Objects,capacitor,technician,trying to retrieve it
201991957,Struck By Moving Objects,capacitor,technician,servicing an air handler
201406402,Struck By Moving Objects,capacitor,no_occupation,changing a capacitor for
200620573,Electrocution,power-line,jumper,manufacturing electronic component
200620573,Electrocution,power-line,jumper,installing a jumper in
201921194,Electrocution,power-line,no_occupation,placing the cover on
201921194,Electrocution,power-line,no_occupation,servicing a sump pump
170250120,Electrocution,power-line,neighbor,troubleshooting an air conditioner
201523230,Struck By Moving Objects,carbon-dioxide,inspector,representing the u
201523230,Struck By Moving Objects,carbon-dioxide,inspector,being moved from norwalk
201523230,Struck By Moving Objects,carbon-dioxide,inspector,traveling with a dump
200712016,Struck By Moving Objects,no_object,no_occupation,grinding and then paused
200712016,Struck By Moving Objects,no_object,no_occupation,gouging and grinding and
200712016,Struck By Moving Objects,no_object,no_occupation,dressing up the hole
200712016,Struck By Moving Objects,no_object,no_occupation,replacing a 3in
200122471,Struck By Moving Objects,manhole,laborer,flooding trench prior
200122471,Struck By Moving Objects,manhole,laborer,flushing or flooding trench
200361145,Electrocution,carbon-monoxide,no_occupation,cutting concrete with a
200361145,Electrocution,carbon-monoxide,no_occupation,working inside a commercial
200533974,Struck By Moving Objects,asphyxiation,no_occupation,running
200533974,Struck By Moving Objects,asphyxiation,no_occupation,going to the site
200533974,Struck By Moving Objects,asphyxiation,no_occupation,going to a new
201044039,Caught in/between Objects,tunnel,foreman,poisoning at university medical
201044039,Caught in/between Objects,tunnel,foreman,breathing chest pain and
201044039,Caught in/between Objects,tunnel,foreman,experiencing difficulty breathing chest
201044039,Caught in/between Objects,tunnel,foreman,preparing to pour concrete
201044039,Caught in/between Objects,tunnel,foreman,repairing the floor of
201573359,Struck By Moving Objects,acid,coworker,rinsing it off with
201573359,Struck By Moving Objects,acid,coworker,cleaning concrete from masonry
202330700,Caught in/between Objects,monoxide-gas,no_occupation,renovating the meat preparation
202330700,Caught in/between Objects,monoxide-gas,no_occupation,using a gasolinepowered concrete
202484028,Struck By Moving Objects,carbon-monoxide,contractor,using a gasolinepowered cementcutting
202484028,Struck By Moving Objects,carbon-monoxide,contractor,cutting assistant during the
202484028,Struck By Moving Objects,carbon-monoxide,contractor,working a a cement
202484028,Struck By Moving Objects,carbon-monoxide,contractor,working for cvc construction
201407053,Struck By Moving Objects,carbon-monoxide,no_occupation,replacing a valve on
200611424,Struck By Moving Objects,carbon-monoxide,no_occupation,finishing a concrete floor
201496650,Struck By Moving Objects,truck,supervisor,starting the engine from
201496650,Struck By Moving Objects,truck,supervisor,pouring gasoline into the
200536100,Falls,cardiac-arrest,no_occupation,installing insulation at a
202556338,Other,exhaust-fan,contractor,investigating to determine if
202556338,Other,exhaust-fan,contractor,investigating the cause of
202556338,Other,exhaust-fan,contractor,installing an attic exhaust
202637278,Falls,attack,driver,working at an excavation
202545471,Struck By Moving Objects,attack,coworker,cleaning the area to
202545471,Struck By Moving Objects,attack,coworker,packing up and cleaning
202545471,Struck By Moving Objects,attack,coworker,working in a gully
200923076,Other,illness,no_occupation,installing an underground power
200923068,Falls,disease,carpenter,working a a carpenter
202588935,Falls,no_object,carpenter,sliding a truss horizontally
202588935,Falls,no_object,carpenter,performing interior carpentry at
200075596,Struck By Moving Objects,forklift,owner,operating a rough terrain
200075596,Struck By Moving Objects,forklift,owner,performing exterior carpentry at
317144186,Falls,scaffold,laborer,replacing two fascia board
317144186,Falls,scaffold,laborer,working from a wooden
201498540,Falls,no_object,framer,working on a forklift
202556908,Falls,no_object,carpenter,climbing down a horizontal
202556908,Falls,no_object,carpenter,walking on the fully
202545950,Caught in/between Objects,skilsaw,carpenter,using a skilsaw which
201186954,Struck By Moving Objects,no_object,carpenter,working alone and the
201186954,Struck By Moving Objects,no_object,carpenter,using a push stick
201186954,Struck By Moving Objects,no_object,carpenter,ring and pinky finger
201186954,Struck By Moving Objects,no_object,carpenter,measuring 1
201186954,Struck By Moving Objects,no_object,carpenter,making a furring strip
201186954,Struck By Moving Objects,no_object,carpenter,performing framing work at
202715843,Electrocution,skilsaw,contractor,using a skilsaw mag77
202552659,Falls,no_object,coworker,unloading big roll of
202552659,Falls,no_object,coworker,including carpet
202552659,Falls,no_object,coworker,installing various type of
202368080,Struck By Moving Objects,rug,contractor,working for a flooring
201169026,Electrocution,control,carpenter,using a handheld power
201169026,Electrocution,control,carpenter,cutting a piece of
201169026,Electrocution,control,carpenter,working a an apprentice
202588265,Electrocution,glass,contractor,working in the warehouse
202588265,Electrocution,glass,contractor,working in a warehouse
201041621,Falls,no_object,no_occupation,installing rc channel on
201041621,Falls,no_object,no_occupation,working from a 6ft
300859675,Falls,scaffold,carpenter,getting his pneumatic nail
300859675,Falls,scaffold,carpenter,using a rolling scaffold
201162021,Falls,platform,coworkerbrother,being moved
201162021,Falls,platform,coworkerbrother,regarding the wheeled platform
201162021,Falls,platform,coworkerbrother,using an elevated wheeled
201162021,Falls,platform,coworkerbrother,washing the outdoor logo
202464145,Caught in/between Objects,no_object,helper,tubing
202464145,Caught in/between Objects,no_object,helper,using a cathead and
202464145,Caught in/between Objects,no_object,helper,working a a rig
200602076,Falls,no_object,no_occupation,having suffered multiple and
200602076,Falls,no_object,no_occupation,being lowered by a
201482262,Struck By Moving Objects,loader-bucket,foreman,standing in
201482262,Struck By Moving Objects,loader-bucket,foreman,taking the lifting chain
202588760,Falls,falling-metal,packer,demolishing old structure in
202588760,Falls,falling-metal,packer,being attached
202458063,Falls,truck,driver,loading his truck s
202655213,Collapse of object,no_object,no_occupation,working on a residential
202655213,Collapse of object,no_object,no_occupation,existing catwalk
202655213,Collapse of object,no_object,no_occupation,helping the two coworkers
200604973,Falls,no_object,no_occupation,painting from an aerial
201773702,Falls,no_object,electrician,working while on a
202530978,Falls,area,journeyman,opening
202530978,Falls,area,journeyman,tacking the wire of
202530978,Falls,area,journeyman,connecting the 36 inch
202530978,Falls,area,journeyman,finishing the last few
202530978,Falls,area,journeyman,installing a 36 diameter
202530978,Falls,area,journeyman,leading to the wet
202530978,Falls,area,journeyman,opening leading to the
202530978,Falls,area,journeyman,strapping the wire of
202494324,Falls,no_object,no_occupation,working from a ladder
202494324,Falls,no_object,no_occupation,installing anchor for a
202494324,Falls,no_object,no_occupation,working on a construction
202543070,Struck By Moving Objects,no_object,supervisor,opening in the catwalk
202543070,Struck By Moving Objects,no_object,supervisor,working near an unguarded
202543070,Struck By Moving Objects,no_object,supervisor,installing glass panel on
202543070,Struck By Moving Objects,no_object,supervisor,working on a catwalk
202543070,Struck By Moving Objects,no_object,supervisor,working a a glass
202510236,Struck By Moving Objects,truck,worker,attempting to straighten the
202510236,Struck By Moving Objects,truck,worker,working to erect structural
202658555,Caught in/between Objects,pipe-wrench,driller,working at an excavation
202658555,Caught in/between Objects,pipe-wrench,driller,breaking out the drill
200535938,Struck By Moving Objects,trench,sewer,reinstalling the sewer line
200535938,Struck By Moving Objects,trench,sewer,making correction by reinstalling
200535938,Struck By Moving Objects,trench,sewer,conducting 4in
202657250,Collapse of object,no_object,laborer,breathing an ambulance transported
202657250,Collapse of object,no_object,laborer,having difficulty breathing an
202657250,Collapse of object,no_object,laborer,laying pipe across a
202657250,Collapse of object,no_object,laborer,working a part of
202543989,Collapse of object,laborer,no_occupation,working within close proximity
202543989,Collapse of object,laborer,no_occupation,measuring 21 foot deep
202543989,Collapse of object,laborer,no_occupation,removing soil and debris
202543989,Collapse of object,laborer,no_occupation,performing a regularly assigned
202543989,Collapse of object,laborer,no_occupation,preparing the trench for
202543989,Collapse of object,laborer,no_occupation,working in a trench
202568564,Collapse of object,trench,manchester,following extrication at 1153
202568564,Collapse of object,trench,manchester,working on a broken
202614178,Caught in/between Objects,trench,no_occupation,burying him
202614178,Caught in/between Objects,trench,no_occupation,working in an trench
202634788,Collapse of object,trench,no_occupation,using a pickaxe with
202634788,Collapse of object,trench,no_occupation,excavating the foundation of
202634788,Collapse of object,trench,no_occupation,working inside a trench
200571586,Caught in/between Objects,trench,foreman,sloping the top 3
200571586,Caught in/between Objects,trench,foreman,repairing a pipeline for
202470290,Collapse of object,trench,no_occupation,laying pipe in the
202470290,Collapse of object,trench,no_occupation,working in wa approximately
202470290,Collapse of object,trench,no_occupation,working with another employee
200375392,Caught in/between Objects,trench-cave,no_occupation,working in an 8
201187051,Falls,painter,painter,walking with a cane
201187051,Falls,painter,painter,taking six different prescribed
201187051,Falls,painter,painter,opening up the jobsite
201187051,Falls,painter,painter,doing the employer a
201187051,Falls,painter,painter,screaming in pain and
201187051,Falls,painter,painter,patching the drywall
201187051,Falls,painter,painter,leaning past the ladder
201187051,Falls,painter,painter,standing on the second
201187051,Falls,painter,painter,holding the patching compound
201187051,Falls,painter,painter,patching drywall near and
170784425,Falls,no_object,contractor,wearing fall protection fell
170784425,Falls,no_object,contractor,setting into place a
170784425,Falls,no_object,contractor,working at a height
170784425,Falls,no_object,contractor,working at a building
202719266,Falls,ceiling,no_occupation,writing this whether employee
202719266,Falls,ceiling,no_occupation,modifying a 30 in
201079050,Falls,no_object,painter,painting the interior warehouse
201079050,Falls,no_object,painter,working at the remodeling
202545000,Falls,no_object,journeyman,carrying equipment or material
202545000,Falls,no_object,journeyman,failing to prohibit employee
202545000,Falls,no_object,journeyman,opening this case wa
202545000,Falls,no_object,journeyman,framing 8 foot above
202545000,Falls,no_object,journeyman,attempting to install a
202545000,Falls,no_object,journeyman,working from a 6foot
202545000,Falls,no_object,journeyman,working at a commercial
202657045,Falls,scaffold,coworker,installing radiant foil insulation
202657045,Falls,scaffold,coworker,working at a commercial
202657045,Falls,scaffold,coworker,pushing a rolling scaffold
170627269,Falls,no_object,no_occupation,consisting of a broken
170627269,Falls,no_object,no_occupation,placing ceiling tile
170627269,Falls,no_object,no_occupation,working on a rolling
202509402,Falls,no_object,laborer,covering the ceiling in
202509402,Falls,no_object,laborer,wearing fall protection and
202509402,Falls,no_object,laborer,going
202509402,Falls,no_object,laborer,existing buildingclassroom area of
201075652,Falls,drop-ceiling,painter,painting the interior warehouse
201075652,Falls,drop-ceiling,painter,being remodeled
201075652,Falls,drop-ceiling,painter,working a a painter
202474490,Falls,ceiling,coworker,unscrewing the ceiling s
202474490,Falls,ceiling,coworker,working from below on
202474490,Falls,ceiling,coworker,performing his duty a
202474490,Falls,ceiling,coworker,working alone on a
202466330,Falls,panel,supervisor,removing a ceiling panel
200624369,Falls,drop-ceiling,contractor,watching and stepped backward
202452967,Falls,no_object,laborer,being refurbished
202452967,Falls,no_object,laborer,working
202452967,Falls,no_object,laborer,using an air compressor
202452967,Falls,no_object,laborer,being refurbished
202452967,Falls,no_object,laborer,working with a coworker
201798642,Falls,ceiling-drywall,contractor,working
201798642,Falls,ceiling-drywall,contractor,flooring had already been
201798642,Falls,ceiling-drywall,contractor,working
201798642,Falls,ceiling-drywall,contractor,flooring on the second
201798642,Falls,ceiling-drywall,contractor,prying a nail out
201798642,Falls,ceiling-drywall,contractor,knocking down a building
201182367,Falls,stepladder,laborer,changing a stained ceiling
201182367,Falls,stepladder,laborer,completing work in a
