,id,Activities
2178,201079050,painting the interior warehouse
2179,201079050,working at the remodeling
2180,202545000,carrying equipment or material
2181,202545000,failing to prohibit employee
2182,202545000,opening this case wa
2183,202545000,framing 8 foot above
2184,202545000,attempting to install a
2185,202545000,working from a 6foot
2186,202545000,working at a commercial
2187,202657045,installing radiant foil insulation
2188,202657045,working at a commercial
2189,202657045,pushing a rolling scaffold
2190,170627269,consisting of a broken
2191,170627269,placing ceiling tile
2192,170627269,working on a rolling
2193,202509402,covering the ceiling in
2194,202509402,wearing fall protection and
2195,202509402,going
2196,202509402,existing buildingclassroom area of
2197,201075652,painting the interior warehouse
2198,201075652,being remodeled
2199,201075652,working a a painter
2200,202474490,unscrewing the ceiling s
2201,202474490,working from below on
2202,202474490,performing his duty a
2203,202474490,working alone on a
2204,202466330,removing a ceiling panel
2205,200624369,watching and stepped backward
2206,202452967,being refurbished
2207,202452967,working
2208,202452967,using an air compressor
2209,202452967,being refurbished
2210,202452967,working with a coworker
2211,201798642,working
2212,201798642,flooring had already been
2213,201798642,working
2214,201798642,flooring on the second
2215,201798642,prying a nail out
2216,201798642,knocking down a building
2217,201182367,changing a stained ceiling
2218,201182367,completing work in a
2219,779306,roofing pitch a coal
2220,779306,coating whitehead school with
2221,201942778,preparing the preheater tower
2222,202560538,working with a concrete
2223,201145802,missing along with a
2224,201145802,cutting the bag with
2225,201145802,placing 90pound cement bag
2226,201145802,pouring dry cement into
2227,201145802,missing which made a
2228,201145802,mixing a plaster material
2229,201406113,pouring cement from a
2230,201408580,going to direct the
2231,201408580,replacing deteriorated concrete sidewalk
2232,201408580,removing and replacing deteriorated
2233,201073418,directing the 6in
2234,201073418,being supplied to the
2235,201073418,being poured into curb
2236,201073418,working at a worksite
2237,200212165,opening to the cement
2238,200212165,smoothing cement with the
2239,200212165,operating gas trowel when
2240,201059441,sheathing on the 2
2241,201059441,laying out sheet of
2242,200623221,going to apply a
2243,200623221,wearing a selfcontained breathing
2244,200623221,attempting to grab employee
2245,200623221,working on a new
2246,200801165,working at a residential
2247,170885420,leaning over the edge
2248,170885420,installing a concrete walkway
2249,200525061,stripping the form from
2250,201061272,setting the concrete stair
2251,201061272,including the company s
2252,201061272,being conducted by employee
2253,201061272,using both hand to
2254,201061272,mixing the concrete in
2255,201061272,swimming pool
2256,170154751,finishing the cement on
2257,201045093,being used to draw
2258,201045093,installing of a wire
2259,202637807,removing wall plate in
2260,202637807,being removed
2261,202637807,being used got caught
2262,202691721,unbolting the eye bolt
2263,202691721,rigging chain by unbolting
2264,202691721,disconnecting the rigging chain
2265,202691721,performing trenching excavation work
2266,202691721,removing the nut and
2267,200075364,casing to start filling
2268,200075364,boring machine
2269,200075364,operating a drilling and
2270,200075364,drilling a well for
2271,200923506,using a chain saw
2272,200923506,removing tree from a
2273,200923506,working at a planned
2274,202676128,following the flatbed truck
2275,202676128,paving operation
2276,201183928,replacing another motor and
2277,201183928,working properly
2278,201183928,tightening some nut and
2279,201183928,checking the valve and
2280,171058167,starting a nitrogen test
2281,202692547,welding pipe extension on
2282,202692547,working at a winery
2283,200981249,being used during turn
2284,200981249,reinstalling a valve at
2285,200556389,descending from the very
2286,200556389,doing structural work
2287,200556389,preparing to do confined
2288,200556389,doing site preparation to
2289,200556389,performing maintenance on a
2290,200556389,descending from the very
2291,202483822,removing a circular diversion
2292,202658381,being secured
2293,202658381,falling so he got
2294,202658381,placing the panel next
2295,202658381,moving a pallet with
2296,200376440,wearing a hard hat
2297,200376440,moving forward and the
2298,200376440,facing the road which
2299,200376440,opening of the gate
2300,200376440,facing toward the opening
2301,200376440,opening of the gate
2302,200376440,eating lunch
2303,200556785,applying roofing shingle around
2304,200556785,working on the roof
2305,202634689,installing sheet metal at
2306,202634689,working on top of
2307,202528345,performing stucco work on
2308,200462463,according to a witness
2309,200462463,climbing the scaffold frame
2310,200462463,staging area
2311,200462463,repointing a chimney on
2312,200775310,setting it down
2313,200775310,removing the cap and
2314,200775310,repointing a chimney cap
2315,311213433,trying to adjust a
2316,201371192,climbing lanyard a a
2317,201371192,using a 6 foot
2318,201371192,attempting to scale the
2319,200624203,working above an elevator
2320,200624203,wrecking and demolition contractor
2321,200624203,working a a construction
2322,202126736,sustaining crushing injury that
2323,202126736,being resurfaced
2324,202126736,working at a location
2325,202507786,feeding tree branch into
2326,201273026,being exposed to chlorine
2327,201273026,using fall protection
2328,201273026,removing the roof over
2329,692384,installing reinforcement band on
2330,200053528,operating
2331,200053528,operating
2332,200053528,preparing to pump a
2333,202446860,using an aerial device
2334,202446860,anchoring them
2335,202446860,installing a strand of
2336,202446860,rolling down the slope
2337,202446860,finishing the truck started
2338,202446860,moving toward the next
2339,202446860,helping on the ground
2340,202446860,driving the truck and
2341,202366993,working under a flatbed
2342,200785236,stabilizing these panel while
2343,200785236,installing mechanical stabilized
2344,202540233,working for a steel
2345,170841209,resulting in his hospitalization
2346,170841209,casing
2347,170841209,removing horizontal drill casing
2348,171063126,pinning employee 1
2349,171063126,being raised when the
2350,171063126,using a crane to
2351,170210892,being clear of suspended
2352,170210892,wearing a hard hat
2353,170210892,using a crane to
2354,170210892,sheeting during the construction
2355,170210892,installing plywood floor sheeting
2356,675033,consisting of two 4in
2357,675033,unloading a 38ftlong 1800lb
2358,675033,leaning on the side
2359,14341549,erecting scaffoldtype form
2360,14341549,erecting scaffoldtype form
2361,14341549,swinging an ibeam to
2362,14341549,working beneath a manitowoc
2363,868117,knocking the employee off
2364,868117,holding a snatch block
2365,868117,hoisting of a pipe
2366,868117,supervising the hoisting of
2367,202250718,adding concrete to the
2368,202250718,sitting on top of
2369,200626935,stripping 277 volt ac
2370,202543484,deenergizing an exposed conductor
2371,202543484,performing electric work in
2372,202612834,drilling the hole the
2373,202612834,existing frame in energized
2374,202612834,installing an 800ampere circuit
2375,201127545,wearing glove work boot
2376,201127545,fastening a bracket for
2377,201127545,working alone at the
2378,201127545,going to inspect the
2379,202551560,cleaning the stillenergized cubicle
2380,202455960,replacing a circuit breaker
2381,202080347,wearing unspecified arc flash
2382,202080347,installing breaker in an
2383,202675393,being replaced
2384,202675393,operating a circular saw
2385,201079100,flooring at a residential
2386,201079100,making adjustment to recently
2387,201079100,holding the wood with
2388,201079100,using a handheld circular
2389,201079035,using a circular saw
2390,201186798,working at a residence
2391,201186798,notifying calosha immediately of
2392,201186798,reducing the thickness of
2393,201186798,functioning a lead worker
2394,201186798,operating a skil saw
2395,202523502,operating a makita poweroperated
2396,202523502,working at a commercial
2397,202479416,using a circular saw
2398,202587861,relying on the employee
2399,202587861,resisting the force with
2400,202587861,pushing the saw with
2401,202587861,kneeling down
2402,202587861,being cut with his
2403,202587861,holding the wood being
2404,202587861,using a craftsman 14
2405,202587861,cutting the lumber using
2406,202587861,existing frame
2407,202587861,cutting a piece of
2408,202587861,standing near the garage
2409,202587861,working alone standing near
2410,202587861,installing a new garage
2411,202493508,following day
2412,202493508,being remodeled
2413,202493508,performing carpentry activity at
2414,202652855,using an electric circular
2415,202652855,working a a construction
2416,202471298,making his second and
2417,202471298,attempting to cut two
2418,202471298,working for a general
2419,202528592,taking tool and equipment
2420,202528592,working a turnaround in
2421,202528592,climbing a ladder on
2422,700765,towing wa struck by
2423,700765,removing traffic control device
2424,700765,operating at the time
2425,170005250,installing electrical switch and
2426,170005250,working on the second
2427,170005250,working on the main
2428,202719399,cleaning and retorquing the
2429,202719399,performing maintenancerepair work at
2430,202545992,disconnecting blocked plaster hose
2431,202545992,separating the pressurized hose
2432,202545992,disconnecting blocked plaster hose
2433,202545992,working from a scaffold
2434,202675799,ring finger
2435,202675799,piping that had been
2436,202675799,using compressed air the
2437,202675799,piping on the truck
2438,202675799,using compressed air on
2439,202675799,performing cleaning using compressed
2440,200376465,trying to get the
2441,200376465,wearing class 3 insulated
2442,200376465,wearing his protective helmet
2443,200376465,being widened and the
2444,200999548,causing the door to
2445,200999548,working from the deck
2446,200541803,clearing the clogged chipper
2447,200541803,crushing him between the
2448,201072584,pulling down a segment
2449,201072584,working along the periphery
2450,201072584,collapsing ibeams and wa
2451,201072584,pulling down a segment
2452,201072584,performing sweepup duty in
2453,201321197,erecting a pump jack
2454,202715744,attempting to transfer from
2455,202715744,carrying a piece of
2456,202715744,working at a jobsite
2457,202457560,working with and in
2458,202457560,climbing gaff
2459,202457560,maintaining the climbing gaff
2460,202457560,inspecting and maintaining the
2461,202457560,climbing gaff broke out
2462,202457560,placing the belt under
2463,202457560,installing cable from one
2464,202457560,performing a regularly assigned
2465,201076056,replacing a pair of
2466,201076056,working a journeyman carpenter
2467,202523296,using a high pressure
2468,202523296,working at a sewer
2469,202673356,using a hose to
2470,202673356,working at a contracted
2471,201078359,going the wrong way
2472,200536050,wearing a high visibility
2473,200536050,wearing a high visibility
2474,200536050,running between the worker
2475,200536050,turning a vertical sign
2476,202691879,resulting from the electric
2477,202691879,performing electrical wiring work
2478,201615226,troubleshooting an electrical system
2479,201615226,working a a technician
2480,200823193,cycling the clutch
2481,200823193,operating a clutch mechanism
2482,201573078,climbing the system scaffold
2483,201573078,setting tube inside the
2484,200540920,washing wall and ceiling
2485,200371490,causing burn to employee
2486,200371490,spilling fine coal dust
2487,200371490,being lifted it shifted
2488,200371490,rigging a section of
2489,14321582,tearing down
2490,14321582,dismantling a coal hopper
2491,14321582,tearing down
2492,14298079,sitting 91 ft above
2493,14517452,preparing to move up
2494,14517452,connecting sheeting girts on
2495,202475869,wearing glove
2496,202475869,using an airless sprayer
2497,202475869,applying the second and
2498,201202272,pulling it into the
2499,201202272,using both hand to
2500,201202272,cleaning the roll while
2501,201202272,coating roll of the
2502,201202272,cleaning the roll coating
2503,170009716,sitting near him in
2504,170009716,spraying
2505,170009716,wearing the respirator while
2506,170009716,wearing his respirator at
2507,170009716,using an airless spray
2508,170009716,coating for approximately 20
2509,170009716,applying the wall coating
2510,202501433,lying across the top
2511,202501433,lowering a welding cable
2512,200202810,piling section
2513,200202810,cutting of the falling
2514,200202810,being broken off employee
2515,200202810,piling
2516,200202810,being broken off it
2517,200202810,assisting with the construction
2518,201406444,attempting to remove concrete
2519,201406444,working around a coffer
2520,201406444,being positioned when the
2521,200260560,wearing ppe flotation device
2522,200260560,positioning a templet for
2523,597344,being used to remove
2524,597344,shoring of a coffer
2525,14504252,swinging toward him when
2526,14504252,ring to form a
2527,14504252,being set around a
2528,14504252,getting ready to land
2529,200551653,dismantling a scaffold that
2530,200551653,coming off a coke
2531,200551653,completing insulation work on
2532,200551653,rotating at 4 rpm
2533,200551653,attaching it to the
2534,200551653,descending behind him and
2535,170588370,causing the head to
2536,170588370,elevating the head when
2537,170158562,being cut out of
2538,201859915,conducting electrical diagnostics on
2539,201205184,measuring 6 foot 6
2540,201205184,trying to set into
2541,202718664,installing the last section
2542,202718664,installing guardrail on a
2543,202715991,attempting to move a
2544,202545455,working on the demolition
2545,202545455,cutting these horizontal steel
2546,202545455,operating a skidsteer tractor
2547,202545455,demolishing wall for more
2548,202546040,putting the flex ductwork
2549,202546040,installing the hvac system
2550,202546040,working with a fourth
2551,317229540,working on a patio
2552,200626984,using personal fall arrest
2553,200626984,working from a suspension
2554,200626984,painting the exterior of
2555,201186871,working from a twopoint
2556,201186871,painting the exterior of
2557,202674958,working outdoors and in
2558,202588281,working at the east
2559,201024072,framing with an electric
2560,202635165,receiving a broken collar
2561,202635165,doing preventative maintenance on
2562,202635165,working on the side
2563,201023900,servicing a roofmounted evaporative
2564,200776540,descending a ladder from
2565,200776540,performing roofing and trim
2566,200776540,working for d
2567,201023603,framing a carport for
2568,201023603,sheathing at the edge
2569,201023603,nailing down starter sheathing
2570,201128667,holding a cable tray
2571,201128667,wearing harness but employee
2572,201128667,holding a cable tray
2573,201128667,extending wood block that
2574,201128667,working on the equipment
2575,201128667,opening measuring approximately 10
2576,201128667,working at this jobsite
2577,201128667,existing cellularphone equipment installed
2578,201128667,working for a telecommunication
2579,202586848,lifting a board up
2580,170627996,utilizing personal fall protection
2581,202551321,being installed 12 ft
2582,202551321,installing a steel sheet
2583,202551321,working with a crew
2584,201881406,doing installation work along
2585,201078441,erecting concrete and steel
2586,201077856,attempting to hookup a
2587,201077856,standing on top of
2588,201077856,hooking up several beam
2589,201077856,attempting to hookup a
2590,201077856,standing on top of
2591,201077856,lifting the multiple piece
2592,201077856,raising steel in the
2593,201077856,working a a tag
2594,201023488,going too fast so
2595,201023488,sliding toward the left
2596,201023488,driving an aerial device
2597,201495348,winching the building plumb
2598,201495348,measuring approximately 33 foot
2599,201495348,assisting in the erection
2600,201495348,working to construct a
2601,201495348,winching the building plumb
2602,202491643,backing out of a
2603,201956323,removing a section of
2604,200535854,removing had one open
2605,200535854,removing all equipment related
2606,200535854,removing obsolete grain handling
2607,200535854,cutting the four thread
2608,200535854,operating a manual chain
2609,200535854,performing demolition operation with
2610,201486107,having a particle size
2611,201486107,using a portable band
2612,201486107,working in a propellant
2613,201175478,permitting an ignition source
2614,201175478,having a written injury
2615,201175478,reporting an occupational injury
2616,201175478,spreading
2617,201175478,spraying lacquer primer on
2618,200622306,welding operation and employee
2619,200461440,using malfunctioned
2620,819888,using improper equipment
2621,819888,installing a sewer lateral
2622,202422416,supporting the pole
2623,202422416,positioning for the task
2624,202422416,supporting the pole
2625,202422416,attempting to use a
2626,202422416,holding the pole with
2627,202422416,reaching out over the
2628,202422416,attaching a light pole
2629,201079084,installing cable tv connection
2630,201129475,walking into the lift
2631,201129475,walking or walked into
2632,201129475,driving the lift when
2633,201129475,operating an aerial boom
2634,200515625,working
2635,200515625,pathing the tower s
2636,200515625,using only one tieoff
2637,200515625,wearing an exofit xp
2638,200515625,working with coworker
2639,202587796,performing task involved with
2640,202587796,being secured
2641,202477816,working with employee
2642,202477816,installing telephone cable
2643,202477816,working off a werner
2644,202477816,installing telephone cable in
2645,202477816,working for pc solution
2646,201128337,hanging from pole to
2647,201128337,hanging from pole to
2648,201023348,pulling phone line into
2649,201023348,working for a telecommunication
2650,200925980,breathing and had a
2651,200925980,calling to him several
2652,200925980,pulling communication cable through
2653,200925980,working from a bucket
2654,200998367,wearing fall protection
2655,200998367,using an extension ladder
2656,200998367,performing repair work on
2657,200998367,working alone in an
2658,202599841,installing a telecommunication line
2659,202599841,working inside the bucket
2660,201955838,installing a 230ft television
2661,201955838,working from an aerial
2662,202563235,descending a utility pole
2663,200776532,installing a new ladder
2664,200776532,working at a height
2665,200776532,working a a tower
2666,200359636,making modification to 300fttall
2667,202528428,installing antenna and antenna
2668,202528428,working at approximately the
2669,201354024,disconnecting the strap that
2670,201354024,replacing a 16foot antenna
2671,201354024,removing and replacing a
2672,201354024,removing a 4foot tower
2673,201354024,working on a 400foot
2674,201354024,repositioning himself he disconnected
2675,201354024,using only one of
2676,200263812,disassembling a communication tower
2677,200358158,working from the top
2678,200358158,painting a 400fthigh cell
2679,201311784,running cable to the
2680,201311784,installing support bracket for
2681,201311784,working from a pse
2682,200554988,lacing on the tower
2683,200554988,using his elbow and
2684,200554988,moving around the tower
2685,200554988,putting it in the
2686,201127560,sagging near the communication
2687,201127560,supporting a 12kilovolt overhead
2688,201127560,working on a 7
2689,200604544,installing a guy for
2690,200604544,repairing a communication cable
2691,201186525,pushing the condenser toward
2692,201186525,positioning system when exposed
2693,201186525,wearing approved personal fall
2694,201186525,installing condenser unit on
2695,202588729,changing the tip of
2696,202471777,roofing operation
2697,202471777,being trained and instructed
2698,202471777,commencing roofing operation without
2699,202471777,working with company s
2700,202471777,performing his daily duty
2701,202471777,cleaning roof surface with
2702,201573615,working on a commercial
2703,200022986,transporting a container of
2704,200923639,walking on the deck
2705,200923639,conducting forming work
2706,200923639,working at a commercial
2707,201187135,trying to reposition a
2708,201187135,working at a multifamily
2709,201187135,walking on the pile
2710,201187135,stepping onto unstable surface
2711,201187135,trying to move the
2712,201187135,working nearby
2713,202369617,breathing and leaned on
2714,202369617,having trouble breathing and
2715,202369617,finishing concrete work and
2716,202588687,ongoing
2717,200361731,having back and right
2718,200361731,complaining of having back
2719,200361731,working on the ground
2720,200361731,using a 10pound steel
2721,200361731,preparing concrete form
2722,200361731,stripping concrete form
2723,202637203,removing fastener from a
2724,202637203,reroofing a commercial warehouse
2725,202637203,working a a subcontractor
2726,202523338,chipping the hardened concrete
2727,202523338,working inside of a
2728,200103794,working outside in the
2729,200103794,wearing hard hat safety
2730,200103794,repositioning to cut the
2731,200103794,going to be demolished
2732,200103794,working order
2733,200103794,wearing welding glass
2734,200103794,running horizontally
2735,200103794,operating a jlg 800a
2736,202490850,measuring 20 foot long
2737,202490850,relocating approximately ten 8000pound
2738,202490850,measuring 20 foot long
2739,202490850,relocating approximately ten 8000pound
2740,202490850,excavating operator and they
2741,202490850,working with coworker
2742,202490850,working a an apprentice
2743,200784635,lifting a concrete column
2744,201353638,walking near the front
2745,201353638,helping a forklift operator
2746,170368674,securing the beam to
2747,170368674,cutting anchor hole through
2748,170368674,working with a crew
2749,170838106,installing the last rafter
2750,170838106,working from the porch
2751,170838106,installing a 2ft by
2752,170838106,working on a porch
2753,202346706,setting precast concrete double
2754,201281417,picking up a concrete
2755,201281417,keeping warm in a
2756,171060866,setting concrete form
2757,201404886,stripping concrete form
2758,170869069,watching the top of
2759,170869069,driving in 55 ft
2760,170869069,following morning
2761,170869069,being lifted
2762,170869069,watching the top of
2763,170869069,being lifted into the
2764,202287520,walking away behind the
2765,202287520,raising the load when
2766,202287520,reinforcing steel from ground
2767,14508709,helping to set a
2768,202126553,swing of the excavator
2769,200901973,laying concrete block
2770,200901973,passing it to the
2771,200901973,mixing mortar mix and
2772,200355774,cranking the manual hand
2773,200355774,being raised to where
2774,200355774,falling to the ground
2775,200355774,being raised to where
2776,200831055,footing for foundation wall
2777,200831055,framing out footing for
2778,170627103,emptying a 3gallon bucket
2779,200625705,lowering the concrete bucket
2780,200625705,preparing to pour concrete
2781,200625705,being constructed
2782,200625705,working from the form
2783,202023594,trawling the loaded concrete
2784,202023594,using visual hand signal
2785,202023594,making the first concrete
2786,202023594,pouring concrete at a
2787,200513737,killing the employee
2788,200513737,striking the employee in
2789,200513737,lowering the concrete bucket
2790,200513737,feeding a tremmie attached
2791,200513737,working on top of
2792,200353126,installing a concrete catch
2793,200710366,using a concrete bucket
2794,14396113,transporting a 5 cubic
2795,14396113,being performed on a
2796,14396113,eating lunch on a
2797,170126643,working and swung the
2798,170126643,descending a ladder from
2799,170126643,swinging a 2 cu
2800,170126643,being poured in form
2801,14200158,causing him to be
2802,14200158,guiding the bucket when
2803,14200158,starting the second pour
2804,14200158,working with a two
2805,14200158,giving hand signal to
2806,14200158,decking it wa
2807,14200158,being used for pouring
2808,14200158,assisting employee 1
2809,202540266,working on the fifth
2810,202540266,finishing the concrete roof
2811,200374296,finishing tool over to
2812,200374296,finishing a concrete slab
2813,201043106,working the handle contacted
2814,201043106,using a bull float
2815,201862836,lifting the handle well
2816,201862836,using an aluminum bull
2817,200231587,using a bull float
2818,202076022,using gaspowered trowel to
2819,201067451,working
2820,201067451,using a bull float
2821,201751070,working he raised the
2822,201751070,using a metal bull
2823,201403722,using a bull float
2824,201161163,using an aluminum bull
2825,170707434,pulling the bull float
2826,170707434,using a bull float
2827,170707434,doing finish work on
2828,170167910,using a float with
2829,200670743,getting into position to
2830,200670743,pouring concrete one employee
2831,200670743,receiving and pouring concrete
2832,200670743,carrying the 5
2833,200670743,getting into position to
2834,200670743,pouring concrete on two
2835,200010080,obstructing the path for
2836,200010080,progressing from the garage
2837,200010080,using a bull float
2838,201078623,working on the opposite
2839,201078623,causing injury
2840,201078623,shoring on the opposite
2841,201078623,holding the form onto
2842,201078623,building a new underground
2843,201078623,working at a public
2844,201129384,operating concrete pumping equipment
2845,201129384,snagging on the rebar
2846,201129384,getting the tremie pipe
2847,201129384,having difficulty getting the
2848,201129384,facing away from the
2849,201129384,using a concrete installer
2850,201129384,using a remote control
2851,201129384,weighing 200 pound to
2852,201129384,utilizing a tremie pipe
2853,201129384,operating concrete pumping equipment
2854,201129384,operating concrete pumping equipment
2855,202587333,using his left hand
2856,202587333,cutting the section with
2857,202587333,using a corded 7
2858,202587333,cutting sleeper for the
2859,202587333,working for his employer
2860,201523966,climbing scaffold section
2861,201523966,dismantling a peri cb
2862,202648192,using a fresno
2863,202648192,smoothing the wet concrete
2864,202648192,leveling and smoothing the
2865,202648192,working a a mason
2866,201185964,shoring and about 5
2867,201185964,working for nibbi bros
2868,201185964,exceeding it capacity
2869,201185964,supporting their platform and
2870,202543203,wearing a full body
2871,202543203,working at high elevation
2872,202543203,attempting to remove part
2873,202543203,working at approximately twelve
2874,202543203,working for jt wimsatt
2875,202543203,performing his duty a
2876,202626594,assembling a steel structure
2877,202626594,severing the lower portion
2878,202543013,tightening the brace with
2879,202543013,being poured into the
2880,202543013,adjusting the brace to
2881,202543013,supporting a steel concrete
2882,202543013,adjusting a adjustable threaded
2883,202543013,working alone and he
2884,202543013,working a a carpenter
2885,202521191,laying concrete
2886,202521191,directing the cement within
2887,202521191,holding the end of
2888,202521191,attempting to loosen the
2889,201128618,transporting approximately 9
2890,201128618,working a part of
2891,200123206,mixing cementconcrete
2892,200123206,using the cement mixer
2893,201781333,rotating paddle
2894,202448155,emptying a portable cement
2895,170363485,cleaning sand off of
2896,201168143,completing a pour
2897,201168143,cleaning out the pumping
2898,201954542,being mixed inside of
2899,201954542,being mixed inside of
2900,201954542,working in a tentlike
2901,202345039,mixing stucco in a
2902,200714244,lifting the wall into
2903,200714244,assisting a crane operator
2904,200714244,working at a construction
2905,201494739,falling onto the concrete
2906,201494739,installing a roof
2907,201494739,working 18 ft above
2908,200533537,falling pipe brace
2909,200533537,helping set tiltup precast
2910,202079158,working the panel twisted
2911,202559019,positioning the panel
2912,202559019,working near the unsupported
2913,202559019,installing concrete floor panel
2914,202559019,overlapping the front wall
2915,200212256,removing bracing from concrete
2916,200212256,falling panel and sustained
2917,202014460,causing other concrete plank
2918,202014460,adjusting a 4 to
2919,200012474,attempting to turn the
2920,200012474,driving the tractor in
2921,200012474,working a an asphalt
2922,200032571,working at a building
2923,202441689,working for a utility
2924,200271328,falling panel
2925,200271328,installing exterior wall panel
2926,201117462,killing employee 1
2927,201117462,being cut
2928,201117462,retrieving a ladder
2929,201117462,walking by a concrete
2930,202552428,being picked at the
2931,202552428,guiding the stacked part
2932,202552428,installing a storm water
2933,200651651,removing the lift strap
2934,200651651,weighing 30 000 lb
2935,200651651,removing the strap from
2936,202586301,soldering a copper pipe
2937,202586301,looking up at the
2938,202586301,walking and looking up
2939,200357804,being lifted
2940,201573557,installing section of a
2941,200758712,being shortened so it
2942,200758712,cutting an unsupported piece
2943,202549317,cutting but when he
2944,202549317,holding the rotary saw
2945,201043775,crawling out of the
2946,201043775,cutting the bell end
2947,200612745,working the side of
2948,200612745,lying on the ground
2949,200612745,using a concrete saw
2950,200801645,being cut
2951,200801645,killing him
2952,200801645,cutting concrete pipe with
2953,202004792,shifting inlet box he
2954,202004792,being struck by the
2955,202004792,moving to avoid being
2956,202004792,pushing at the base
2957,202004792,being loaded
2958,200823300,contributing to the accident
2959,200823300,operating a frontend loader
2960,200823300,helping another driver unload
2961,202443396,approaching the open field
2962,202443396,striking employee 1
2963,202443396,using a water hose
2964,202443396,controlling dust using a
2965,202443396,operating a caterpillar crawler
2966,202443396,excavating an old canal
2967,202443396,working for an employer
2968,201992021,working on the step
2969,201992021,hanging a 10ft length
2970,201992021,falling pipe and wa
2971,202658324,moving the truck
2972,202658324,working
2973,202658324,assisting a coworker and
2974,200632297,pouring out of the
2975,200632297,placing the concrete which
2976,200632297,operating the boom of
2977,200632297,retaining wall
2978,200632297,pouring section of footer
2979,200677714,using a truckmounted concrete
2980,200677714,pouring a concrete slab
2981,200677714,causing it to collapse
2982,200232239,being constructed
2983,200232239,working a part of
2984,201072238,starting to pour the
2985,201072238,helping to pump concrete
2986,200784171,pouring an 80footlong by
2987,200784171,being performed near or
2988,200784171,helping to guide the
2989,202495271,performing his normal cleaning
2990,202495271,working for a firm
2991,202126488,operating adjacent to some
2992,202126488,directing a concrete pumping
2993,200603389,finishing a recently poured
2994,201168036,ring finger
2995,201168036,holding the transition piece
2996,201168036,installing the swing away
2997,201168036,cleaning the pump and
2998,201168036,operating a mobile concrete
2999,201148152,pouring a concrete foundation
3000,201148152,pumping operation
3001,201858586,using personal fall protection
3002,170868301,disconnecting a surge chamber
3003,170868301,working a a concrete
3004,202441705,pouring concrete on the
3005,202544904,working to install an
3006,202523130,causing the pan to
3007,202523130,being lifted and for
3008,202523130,applying slight pressure a
3009,202523130,using the hydro trowel
3010,201129319,pulling on the yellow
3011,201129319,pushing it forward and
3012,201129319,moving this contraption employee
3013,201129319,opening to the building
3014,201129319,pulling on the yellow
3015,201129319,pushing it forward and
3016,201129319,opening to the building
3017,202554960,working on a roofing
3018,202656518,operating a guarded portable
3019,202656518,cutting concrete pavers a
3020,200785491,serving the construction worker
3021,200785491,backing up to leave
3022,200785491,taking their morning break
3023,200785491,sitting on a concrete
3024,200785491,serving the construction worker
3025,200785491,backing up to leave
3026,201354321,assisting the lead carpenter
3027,201354321,assisting with the erection
3028,200626513,cutting the rebar which
3029,200626513,cutting rebar that wa
3030,202081295,applying roof sealant to
3031,202494340,pouring concrete
3032,202494340,working on a construction
3033,200074730,climbing a fixed ladder
3034,202005526,feeling ill and wa
3035,202005526,conditioning and walked to
3036,202005526,feeling better and the
3037,202005526,sweating profusely and offered
3038,202005526,feeling fatigued
3039,202005526,pouring a concrete slab
3040,201044955,wearing seat belt
3041,201044955,wearing a seatbelt
3042,201044955,shaking and wa unresponsive
3043,201044955,delivering cement to a
3044,202531331,walking backwards toward the
3045,202531331,being directed by an
3046,202531331,guiding the flow of
3047,202531331,holding the end nozzle
3048,202561437,getting ready to start
3049,202561437,hauling soil cement
3050,202561437,pulling a bellydump trailer
3051,202561437,driving a truck pulling
3052,201128170,slipping hazard on the
3053,201128170,walking on the side
3054,201128170,cleaning the pump
3055,201925443,working between the truck
3056,201925443,working a concrete finisher
3057,202528303,being loaded into the
3058,202528303,being attended to by
3059,202528303,being expelled from the
3060,202528303,being dispensed by the
3061,202528303,going to the truck
3062,202528303,heading toward the truck
3063,202528303,working for a concrete
3064,202685988,leaning against the rake
3065,202685988,accessing a rooftop by
3066,202685988,working at a residential
3067,202675195,pending a further medical
3068,202675195,being applied to the
3069,202691663,working on a roof
3070,200771525,servicing an hvac unit
3071,300793593,performing this type of
3072,300793593,being used around energized
3073,300793593,using a hydraulic pump
3074,300793593,utilizing an aerial device
3075,300793593,working on an energized
3076,300793593,supplying power to the
3077,201055662,raising the boom it
3078,201055662,setting up a concrete
3079,202509212,pulling cable through a
3080,201077559,moving unobstructed through the
3081,201077559,being pulled at a
3082,201077559,working for diversified utility
3083,200359719,working an overhead crane
3084,200359719,installing metal conduit on
3085,202542841,ring finger
3086,202542841,lifting one side of
3087,202542841,putting a concrete box
3088,201523610,installing floor tile
3089,201523610,sweeping buffing and installing
3090,201353927,working on them
3091,201353927,working on them
3092,201353927,existing electrical junction box
3093,201353927,connecting a flexible conduit
3094,201353927,working in an elevated
3095,201353927,reinstalling them in a
3096,201353927,cleaning them and then
3097,201353927,existing overhead light fixture
3098,201353927,removing existing overhead light
3099,201353927,working for a company
3100,201924776,removing sewage from a
3101,202597993,wearing
3102,202597993,installing 1 in
3103,202488094,using any fall protection
3104,202488094,according to the manufacturer
3105,202488094,dismantling deenergized panel from
3106,200625168,using a step ladder
3107,200625168,installing electrical conduit at
3108,202584843,breaking a concrete slab
3109,202584843,installing an underground conduit
3110,202584843,working a a concrete
3111,202556510,positioning
3112,202556510,locking snap hook for
3113,202556510,using fall protection that
3114,202556510,installing concrete wailer on
3115,202556510,working in one of
3116,202556510,descending the wall to
